synthetic_id,year,yearbook_table_id,yearbook_table_trans,bgs_statistic_type_trans,country_trans,country_iso2_code,country_iso3_code,pole_of_inaccessibility_longitude,pole_of_inaccessibility_latitude,bgs_commodity_code,bgs_commodity_trans,bgs_sub_commodity_trans,erml_group,erml_commodity,erml_sub_commodity,cgi_commodity_url,quantity,quantity_in_book_style,data_precision_description,sdmx_code,sdmx_translation,units,concat_table_notes_code,concat_table_notes_text,concat_figure_notes_code,concat_figure_notes_text
1-118-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Nicaragua,NI,NIC,-85.034260,12.845120,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3494,3494,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-219-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Papua New Guinea,PG,PNG,143.891050,-5.631615,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,61379,61379,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-11-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Burundi,BI,BDI,29.875082,-3.357425,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,483,483,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-287-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Poland,PL,POL,19.394322,52.124771,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,296,296,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",d,Metal production.
1-46-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Namibia,NA,NAM,16.971257,-20.703654,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2947,2947,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-274-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Armenia,AM,ARM,44.931730,40.288596,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3200,3200,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-10-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Burkina Faso,BF,BFA,-0.901057,12.591396,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,209,209,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-271-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,France,FR,FRA,2.452177,46.620563,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1724,1724,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-7-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Botswana,BW,BWA,23.963965,-21.767426,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,8,8,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30388-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Serbia and Montenegro,CS,SCG,20.466667,44.816667,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,858,858,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",d,Metal production.
1-67-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Uganda,UG,UGA,32.959717,1.936052,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,7590,7590,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",e,Exports.
1-106-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Guatemala,GT,GTM,-90.736761,15.240898,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4500,4500,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-172-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Philippines,PH,PHL,121.417908,17.522436,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,36005,36005,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-208-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Fiji,FJ,FJI,177.975198,-17.824134,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3829,3829,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-26-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Guinea,GN,GIN,-10.283343,10.617195,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,16666,16666,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-270-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Finland,FI,FIN,27.679723,63.018751,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1300,1300,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-12-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Cameroon,CM,CMR,12.837806,4.061634,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,700,700,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
